"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0048803","GO:0048803","imaginal disc-derived male genitalia morphogenesis","4/114","18/12275",1.95289664932919e-05,0.00191278146677236,0.00137930735439858,"Fas2/puc/rpr/tnc",4
"GO:0060541","GO:0060541","respiratory system development","11/114","252/12275",2.1884539349628e-05,0.00191278146677236,0.00137930735439858,"CCT3/Rho1/Fas2/colt/ich/Trf2/Nrg/Blimp-1/ct/hid/Cad88C",11
"GO:0006457","GO:0006457","protein folding","8/114","127/12275",2.31414809025736e-05,0.00191278146677236,0.00137930735439858,"Hsp26/Hsp68/DnaJ-1/CCT3/Pfdn2/Pfdn5/CG1890/Hsp70Bc",8
"GO:0035126","GO:0035126","post-embryonic genitalia morphogenesis","4/114","19/12275",2.45598828815183e-05,0.00191278146677236,0.00137930735439858,"Fas2/puc/rpr/tnc",4
"GO:0048805","GO:0048805","imaginal disc-derived genitalia morphogenesis","4/114","19/12275",2.45598828815183e-05,0.00191278146677236,0.00137930735439858,"Fas2/puc/rpr/tnc",4
"GO:0048808","GO:0048808","male genitalia morphogenesis","4/114","19/12275",2.45598828815183e-05,0.00191278146677236,0.00137930735439858,"Fas2/puc/rpr/tnc",4
"GO:0090598","GO:0090598","male anatomical structure morphogenesis","4/114","19/12275",2.45598828815183e-05,0.00191278146677236,0.00137930735439858,"Fas2/puc/rpr/tnc",4
"GO:0051960","GO:0051960","regulation of nervous system development","13/114","360/12275",2.8558799914727e-05,0.0021006583937277,0.00151478546916125,"E(spl)mbeta-HLH/E(spl)m7-HLH/E(spl)m3-HLH/Roc1a/SkpA/Rab1/Rho1/Fas2/Arp3/bun/Myc/Antp/Dl",13
"GO:0019941","GO:0019941","modification-dependent protein catabolic process","12/114","313/12275",3.30313289900659e-05,0.00230176208330775,0.00165980140686924,"Ubi-p5E/Ubi-p63E/Prosalpha3/Prosbeta3/Prosbeta1/Roc1a/SkpA/Pomp/Prosbeta4/Rpt3/Rpn8/rpr",12
"GO:0050767","GO:0050767","regulation of neurogenesis","11/114","265/12275",3.47902580476814e-05,0.00230311508275651,0.00166077705522353,"E(spl)mbeta-HLH/E(spl)m7-HLH/E(spl)m3-HLH/Roc1a/Rab1/Rho1/Fas2/bun/Myc/Antp/Dl",11
"GO:0035112","GO:0035112","genitalia morphogenesis","4/114","21/12275",3.73833594833806e-05,0.0023416933727503,0.00168859587301998,"Fas2/puc/rpr/tnc",4
"GO:0007548","GO:0007548","sex differentiation","7/114","100/12275",3.89103128402619e-05,0.0023416933727503,0.00168859587301998,"Fas2/puc/ct/hid/Pdk1/rpr/tnc",7
"GO:0043632","GO:0043632","modification-dependent macromolecule catabolic process","12/114","320/12275",4.09893556224658e-05,0.00235475198264629,0.00169801244097646,"Ubi-p5E/Ubi-p63E/Prosalpha3/Prosbeta3/Prosbeta1/Roc1a/SkpA/Pomp/Prosbeta4/Rpt3/Rpn8/rpr",12
"GO:0032270","GO:0032270","positive regulation of cellular protein metabolic process","11/114","271/12275",4.26843259694192e-05,0.00235475198264629,0.00169801244097646,"Dp1/Su(var)205/Roc1a/SkpA/Pomp/Rho1/Lk6/Gadd45/stv/hid/rpr",11
"GO:0007483","GO:0007483","genital disc morphogenesis","4/114","22/12275",4.53644308156024e-05,0.0024025002559943,0.00173244373683164,"Fas2/puc/rpr/tnc",4
"GO:0048569","GO:0048569","post-embryonic animal organ development","15/114","492/12275",4.82207133196507e-05,0.00245554709366221,0.00177069582918717,"Fkbp14/Rho1/Fas2/lft/Nrg/puc/kay/ct/hid/ImpE1/Myc/rpr/tnc/Dl/ImpE2",15
"GO:0030539","GO:0030539","male genitalia development","4/114","23/12275",5.45227090551645e-05,0.0026736321032977,0.00192795700245747,"Fas2/puc/rpr/tnc",4
"GO:0012501","GO:0012501","programmed cell death","12/114","331/12275",5.68598356514449e-05,0.00268865794294689,0.00193879214044588,"Ubi-p63E/Fis1/Su(var)205/SkpA/Trf2/bun/puc/hid/Myc/Pdk1/rpr/Dl",12
"GO:0051247","GO:0051247","positive regulation of protein metabolic process","11/114","286/12275",6.94840562894016e-05,0.00306780402142441,0.0022121945042391,"Dp1/Su(var)205/Roc1a/SkpA/Pomp/Rho1/Lk6/Gadd45/stv/hid/rpr",11
"GO:0051603","GO:0051603","proteolysis involved in cellular protein catabolic process","12/114","341/12275",7.56547561013018e-05,0.00306780402142441,0.0022121945042391,"Ubi-p5E/Ubi-p63E/Prosalpha3/Prosbeta3/Prosbeta1/Roc1a/SkpA/Pomp/Prosbeta4/Rpt3/Rpn8/rpr",12
"GO:0007485","GO:0007485","imaginal disc-derived male genitalia development","4/114","25/12275",7.67815948544859e-05,0.00306780402142441,0.0022121945042391,"Fas2/puc/rpr/tnc",4
"GO:0010499","GO:0010499","proteasomal ubiquitin-independent protein catabolic process","4/114","25/12275",7.67815948544859e-05,0.00306780402142441,0.0022121945042391,"Prosalpha3/Prosbeta3/Prosbeta1/Prosbeta4",4
"GO:0035075","GO:0035075","response to ecdysone","5/114","48/12275",7.87804658069711e-05,0.00306780402142441,0.0022121945042391,"Sec13/Trf2/Blimp-1/hid/rpr",5
"GO:0036314","GO:0036314","response to sterol","5/114","48/12275",7.87804658069711e-05,0.00306780402142441,0.0022121945042391,"Sec13/Trf2/Blimp-1/hid/rpr",5
"GO:0010720","GO:0010720","positive regulation of cell development","8/114","152/12275",8.35039821279809e-05,0.00310971506576664,0.00224241657230906,"E(spl)mbeta-HLH/E(spl)m3-HLH/Roc1a/Rab1/bun/puc/kay/Myc",8
"GO:0044257","GO:0044257","cellular protein catabolic process","12/114","345/12275",8.45541860782469e-05,0.00310971506576664,0.00224241657230906,"Ubi-p5E/Ubi-p63E/Prosalpha3/Prosbeta3/Prosbeta1/Roc1a/SkpA/Pomp/Prosbeta4/Rpt3/Rpn8/rpr",12
"GO:0030588","GO:0030588","pseudocleavage","3/114","10/12275",8.92802437405736e-05,0.00311071165032946,0.00224313520977009,"Eb1/Rho1/Arp3",3
"GO:0030589","GO:0030589","pseudocleavage involved in syncytial blastoderm formation","3/114","10/12275",8.92802437405736e-05,0.00311071165032946,0.00224313520977009,"Eb1/Rho1/Arp3",3
"GO:1901654","GO:1901654","response to ketone","5/114","50/12275",9.60523978585329e-05,0.00326085576319737,0.00235140417969472,"Sec13/Trf2/Blimp-1/hid/rpr",5
"GO:0007484","GO:0007484","imaginal disc-derived genitalia development","4/114","28/12275",0.000121636211366569,0.00402615859623342,0.00290326430814415,"Fas2/puc/rpr/tnc",4
"GO:0006511","GO:0006511","ubiquitin-dependent protein catabolic process","11/114","309/12275",0.000138151338632055,0.00446127737436197,0.00321702860434593,"Ubi-p5E/Prosalpha3/Prosbeta3/Prosbeta1/Roc1a/SkpA/Pomp/Prosbeta4/Rpt3/Rpn8/rpr",11
"GO:0032870","GO:0032870","cellular response to hormone stimulus","7/114","125/12275",0.000160241166890912,0.00502561734473466,0.00362397434542402,"Roc1a/SkpA/Sec13/Blimp-1/Myc/Pdk1/ImpL2",7
"GO:0008219","GO:0008219","cell death","12/114","371/12275",0.000167552427398312,0.00502561734473466,0.00362397434542402,"Ubi-p63E/Fis1/Su(var)205/SkpA/Trf2/bun/puc/hid/Myc/Pdk1/rpr/Dl",12
"GO:0030163","GO:0030163","protein catabolic process","12/114","371/12275",0.000167552427398312,0.00502561734473466,0.00362397434542402,"Ubi-p5E/Ubi-p63E/Prosalpha3/Prosbeta3/Prosbeta1/Roc1a/SkpA/Pomp/Prosbeta4/Rpt3/Rpn8/rpr",12
"GO:1901700","GO:1901700","response to oxygen-containing compound","12/114","372/12275",0.000171799542439113,0.00502561734473466,0.00362397434542402,"Roc1a/SkpA/Sec13/Fas2/Trf2/Blimp-1/hid/Myc/Pdk1/rpr/ImpL2/Ddc",12
"GO:0035152","GO:0035152","regulation of tube architecture, open tracheal system","6/114","89/12275",0.000174606040678092,0.00502561734473466,0.00362397434542402,"CCT3/Rho1/Fas2/ich/Nrg/Blimp-1",6
"GO:0046661","GO:0046661","male sex differentiation","4/114","31/12275",0.000182955737440528,0.00515390205045233,0.0037164804895534,"Fas2/puc/rpr/tnc",4
"GO:0051240","GO:0051240","positive regulation of multicellular organismal process","10/114","270/12275",0.000204485530458424,0.0056403925484782,0.00406728895012699,"E(spl)mbeta-HLH/E(spl)m3-HLH/Roc1a/Rab1/Arp3/bun/puc/kay/Myc/Pdk1",10
"GO:0009719","GO:0009719","response to endogenous stimulus","10/114","273/12275",0.000223558733143268,0.0060406482179936,0.00435591344706646,"Roc1a/SkpA/Sec13/Trf2/Blimp-1/hid/Myc/Pdk1/rpr/ImpL2",10
"GO:0033993","GO:0033993","response to lipid","5/114","61/12275",0.000248689210838286,0.00658529030299781,0.0047486550364279,"Sec13/Trf2/Blimp-1/hid/rpr",5
"GO:0051962","GO:0051962","positive regulation of nervous system development","7/114","135/12275",0.000257820641165085,0.00669322605691319,0.0048264875446178,"E(spl)mbeta-HLH/E(spl)m3-HLH/Roc1a/Rab1/Arp3/bun/Myc",7
"GO:0048806","GO:0048806","genitalia development","4/114","34/12275",0.000263935561420182,0.00670790467130476,0.00483707229835698,"Fas2/puc/rpr/tnc",4
"GO:0008286","GO:0008286","insulin receptor signaling pathway","5/114","62/12275",0.000268518842582441,0.00670790467130476,0.00483707229835698,"Roc1a/SkpA/Myc/Pdk1/ImpL2",5
"GO:0043161","GO:0043161","proteasome-mediated ubiquitin-dependent protein catabolic process","9/114","229/12275",0.000277517639503838,0.0068043213833904,0.00490659842163706,"Prosalpha3/Prosbeta3/Prosbeta1/Roc1a/SkpA/Pomp/Prosbeta4/Rpt3/Rpn8",9
"GO:0050769","GO:0050769","positive regulation of neurogenesis","6/114","100/12275",0.000329788361568381,0.00781360651093184,0.00563439426412401,"E(spl)mbeta-HLH/E(spl)m3-HLH/Roc1a/Rab1/bun/Myc",6
"GO:2000060","GO:2000060","positive regulation of ubiquitin-dependent protein catabolic process","4/114","36/12275",0.00033048486753186,0.00781360651093184,0.00563439426412401,"Roc1a/SkpA/Pomp/rpr",4
"GO:0002052","GO:0002052","positive regulation of neuroblast proliferation","3/114","16/12275",0.000400029197990556,0.00929190628314905,0.00670039672349832,"E(spl)mbeta-HLH/E(spl)m3-HLH/bun",3
"GO:1903052","GO:1903052","positive regulation of proteolysis involved in cellular protein catabolic process","4/114","38/12275",0.000408264846642386,0.00931970098197447,0.00672043949010244,"Roc1a/SkpA/Pomp/rpr",4
"GO:0010498","GO:0010498","proteasomal protein catabolic process","9/114","242/12275",0.000416282483976468,0.00934166116584481,0.00673627498602421,"Prosalpha3/Prosbeta3/Prosbeta1/Roc1a/SkpA/Pomp/Prosbeta4/Rpt3/Rpn8",9
"GO:0042981","GO:0042981","regulation of apoptotic process","8/114","194/12275",0.000444046405006463,0.00979862400380928,0.00706579104106775,"Su(var)205/SkpA/bun/puc/hid/Myc/Pdk1/rpr",8
"GO:0035220","GO:0035220","wing disc development","12/114","415/12275",0.000465956534895609,0.0101135483967506,0.00729288312597614,"Fkbp14/CHOp24/Rho1/lft/Snx3/kay/ct/Myc/Ddc/hui/tnc/Dl",12
"GO:2000179","GO:2000179","positive regulation of neural precursor cell proliferation","3/114","17/12275",0.000482471475280763,0.0103031005366408,0.00742956923734554,"E(spl)mbeta-HLH/E(spl)m3-HLH/bun",3
"GO:0008283","GO:0008283","cell population proliferation","11/114","361/12275",0.000524543226834997,0.0110237338465006,0.00794921815771666,"E(spl)mbeta-HLH/E(spl)m3-HLH/Xrp1/eIF4E1/Pfdn2/Roc1a/Rho1/Cyt-b5/bun/Myc/Dl",11
"GO:0035148","GO:0035148","tube formation","4/114","41/12275",0.000548253009563989,0.0111674920717342,0.00805288226193584,"CCT3/Rho1/ich/ct",4
"GO:1903364","GO:1903364","positive regulation of cellular protein catabolic process","4/114","41/12275",0.000548253009563989,0.0111674920717342,0.00805288226193584,"Roc1a/SkpA/Pomp/rpr",4
"GO:0032869","GO:0032869","cellular response to insulin stimulus","5/114","74/12275",0.000611955181230416,0.0120327046205121,0.00867678731976824,"Roc1a/SkpA/Myc/Pdk1/ImpL2",5
"GO:0045862","GO:0045862","positive regulation of proteolysis","5/114","74/12275",0.000611955181230416,0.0120327046205121,0.00867678731976824,"Roc1a/SkpA/Pomp/hid/rpr",5
"GO:0016049","GO:0016049","cell growth","7/114","156/12275",0.000617993892896393,0.0120327046205121,0.00867678731976824,"eIF4E1/Rho1/Nrg/bun/kay/Myc/Pdk1",7
"GO:0070593","GO:0070593","dendrite self-avoidance","3/114","19/12275",0.000678278744692645,0.0128968733772529,0.00929993969881412,"Rho1/Fas2/ImpL2",3
"GO:0071375","GO:0071375","cellular response to peptide hormone stimulus","5/114","76/12275",0.000691599705275648,0.0128968733772529,0.00929993969881412,"Roc1a/SkpA/Myc/Pdk1/ImpL2",5
"GO:1901653","GO:1901653","cellular response to peptide","5/114","76/12275",0.000691599705275648,0.0128968733772529,0.00929993969881412,"Roc1a/SkpA/Myc/Pdk1/ImpL2",5
"GO:2000058","GO:2000058","regulation of ubiquitin-dependent protein catabolic process","4/114","44/12275",0.000719371567881217,0.0132284438315935,0.0095390352641559,"Roc1a/SkpA/Pomp/rpr",4
"GO:0070887","GO:0070887","cellular response to chemical stimulus","12/114","437/12275",0.000736139979346887,0.0133513607213052,0.00962767067437097,"Hsp68/Roc1a/SkpA/Sec13/Idh/Blimp-1/puc/Hsp70Bc/Myc/Pdk1/rpr/ImpL2",12
"GO:0032868","GO:0032868","response to insulin","5/114","78/12275",0.000778760138372292,0.0139334922054718,0.0100474458819868,"Roc1a/SkpA/Myc/Pdk1/ImpL2",5
"GO:2000648","GO:2000648","positive regulation of stem cell proliferation","3/114","20/12275",0.000792596086163274,0.0139379478689989,0.010050658862444,"E(spl)mbeta-HLH/E(spl)m3-HLH/bun",3
"GO:0006915","GO:0006915","apoptotic process","9/114","265/12275",0.000800063472842838,0.0139379478689989,0.010050658862444,"Fis1/Su(var)205/SkpA/bun/puc/hid/Myc/Pdk1/rpr",9
"GO:0040007","GO:0040007","growth","12/114","443/12275",0.000829309119530524,0.0142598087566028,0.0102827528559697,"eIF4E1/SkpA/Rho1/Fas2/Arp3/Lk6/Nrg/bun/kay/hid/Myc/Pdk1",12
"GO:0061077","GO:0061077","chaperone-mediated protein folding","4/114","46/12275",0.000852513275780576,0.0144626203905167,0.0104290003929072,"Hsp26/Hsp68/DnaJ-1/Hsp70Bc",4
"GO:0043434","GO:0043434","response to peptide hormone","5/114","80/12275",0.000873874343837867,0.0144626203905167,0.0104290003929072,"Roc1a/SkpA/Myc/Pdk1/ImpL2",5
"GO:1901652","GO:1901652","response to peptide","5/114","80/12275",0.000873874343837867,0.0144626203905167,0.0104290003929072,"Roc1a/SkpA/Myc/Pdk1/ImpL2",5
"GO:0030307","GO:0030307","positive regulation of cell growth","4/114","48/12275",0.00100215066512527,0.0163808330941464,0.0118122242140172,"eIF4E1/bun/Myc/Pdk1",4
"GO:0097305","GO:0097305","response to alcohol","6/114","124/12275",0.00103209960531797,0.0166646326517195,0.0120168721697484,"Sec13/Fas2/Trf2/Blimp-1/hid/rpr",6
"GO:1901701","GO:1901701","cellular response to oxygen-containing compound","7/114","171/12275",0.00106161504142004,0.016777138079909,0.0120979998715833,"Roc1a/SkpA/Sec13/Blimp-1/Myc/Pdk1/ImpL2",7
"GO:1903050","GO:1903050","regulation of proteolysis involved in cellular protein catabolic process","4/114","49/12275",0.00108348960866654,0.016777138079909,0.0120979998715833,"Roc1a/SkpA/Pomp/rpr",4
"GO:0048608","GO:0048608","reproductive structure development","5/114","84/12275",0.00108975368192763,0.016777138079909,0.0120979998715833,"Fas2/puc/ct/rpr/tnc",5
"GO:0061458","GO:0061458","reproductive system development","5/114","84/12275",0.00108975368192763,0.016777138079909,0.0120979998715833,"Fas2/puc/ct/rpr/tnc",5
"GO:0043067","GO:0043067","regulation of programmed cell death","8/114","223/12275",0.0011052868257637,0.0168206868656452,0.0121294029155193,"Su(var)205/SkpA/bun/puc/hid/Myc/Pdk1/rpr",8
"GO:0035215","GO:0035215","genital disc development","4/114","50/12275",0.00116935371395419,0.0175552631220496,0.0126591060992996,"Fas2/puc/rpr/tnc",4
"GO:0035277","GO:0035277","spiracle morphogenesis, open tracheal system","3/114","23/12275",0.00120659285808649,0.0175552631220496,0.0126591060992996,"Rho1/Trf2/ct",3
"GO:0046627","GO:0046627","negative regulation of insulin receptor signaling pathway","3/114","23/12275",0.00120659285808649,0.0175552631220496,0.0126591060992996,"Roc1a/SkpA/ImpL2",3
"GO:1900077","GO:1900077","negative regulation of cellular response to insulin stimulus","3/114","23/12275",0.00120659285808649,0.0175552631220496,0.0126591060992996,"Roc1a/SkpA/ImpL2",3
"GO:0009611","GO:0009611","response to wounding","6/114","129/12275",0.00126644963694083,0.0182258621664094,0.0131426752941114,"Eb1/Rho1/bun/puc/kay/Ddc",6
"GO:0009408","GO:0009408","response to heat","5/114","88/12275",0.00134288523344282,0.0190880185267022,0.0137643765334067,"Hsp26/Hsp68/DnaJ-1/Sec13/Hsp70Bc",5
"GO:1903362","GO:1903362","regulation of cellular protein catabolic process","4/114","52/12275",0.00135519164766617,0.0190880185267022,0.0137643765334067,"Roc1a/SkpA/Pomp/rpr",4
"GO:0044265","GO:0044265","cellular macromolecule catabolic process","12/114","472/12275",0.00143059808576886,0.0199380196374523,0.0143773126181978,"Ubi-p5E/Ubi-p63E/Prosalpha3/Prosbeta3/Prosbeta1/Roc1a/SkpA/Pomp/Prosbeta4/Rpt3/Rpn8/rpr",12
"GO:0035150","GO:0035150","regulation of tube size","4/114","53/12275",0.00145543202247343,0.0200728333099461,0.0144745268024496,"Rho1/Fas2/Nrg/tnc",4
"GO:0045892","GO:0045892","negative regulation of transcription, DNA-templated","11/114","411/12275",0.00151181788097765,0.0202186552971153,0.0145796790860896,"E(spl)mbeta-HLH/E(spl)m7-HLH/E(spl)m3-HLH/Dp1/Su(var)205/ich/Blimp-1/ct/Antp/lncRNA:roX2/lncRNA:roX1",11
"GO:1902679","GO:1902679","negative regulation of RNA biosynthetic process","11/114","411/12275",0.00151181788097765,0.0202186552971153,0.0145796790860896,"E(spl)mbeta-HLH/E(spl)m7-HLH/E(spl)m3-HLH/Dp1/Su(var)205/ich/Blimp-1/ct/Antp/lncRNA:roX2/lncRNA:roX1",11
"GO:1903507","GO:1903507","negative regulation of nucleic acid-templated transcription","11/114","411/12275",0.00151181788097765,0.0202186552971153,0.0145796790860896,"E(spl)mbeta-HLH/E(spl)m7-HLH/E(spl)m3-HLH/Dp1/Su(var)205/ich/Blimp-1/ct/Antp/lncRNA:roX2/lncRNA:roX1",11
"GO:0035096","GO:0035096","larval midgut cell programmed cell death","3/114","25/12275",0.00154598801197826,0.0203013826486763,0.0146393338069243,"Ubi-p63E/hid/rpr",3
"GO:0010558","GO:0010558","negative regulation of macromolecule biosynthetic process","12/114","477/12275",0.00156400379921826,0.0203013826486763,0.0146393338069243,"E(spl)mbeta-HLH/E(spl)m7-HLH/E(spl)m3-HLH/Dp1/Su(var)205/Srp9/ich/Blimp-1/ct/Antp/lncRNA:roX2/lncRNA:roX1",12
"GO:2000113","GO:2000113","negative regulation of cellular macromolecule biosynthetic process","12/114","477/12275",0.00156400379921826,0.0203013826486763,0.0146393338069243,"E(spl)mbeta-HLH/E(spl)m7-HLH/E(spl)m3-HLH/Dp1/Su(var)205/Srp9/ich/Blimp-1/ct/Antp/lncRNA:roX2/lncRNA:roX1",12
"GO:0048193","GO:0048193","Golgi vesicle transport","6/114","136/12275",0.00166050076761907,0.0213446894789092,0.0153916627105825,"Arf102F/Sec13/CHOp24/Rab1/loj/ct",6
"GO:0045732","GO:0045732","positive regulation of protein catabolic process","4/114","56/12275",0.00178703087693193,0.0227502777024796,0.016405232847948,"Roc1a/SkpA/Pomp/rpr",4
"GO:0009890","GO:0009890","negative regulation of biosynthetic process","12/114","488/12275",0.00189399223368636,0.0233475003821451,0.0168358903216772,"E(spl)mbeta-HLH/E(spl)m7-HLH/E(spl)m3-HLH/Dp1/Su(var)205/Srp9/ich/Blimp-1/ct/Antp/lncRNA:roX2/lncRNA:roX1",12
"GO:0031327","GO:0031327","negative regulation of cellular biosynthetic process","12/114","488/12275",0.00189399223368636,0.0233475003821451,0.0168358903216772,"E(spl)mbeta-HLH/E(spl)m7-HLH/E(spl)m3-HLH/Dp1/Su(var)205/Srp9/ich/Blimp-1/ct/Antp/lncRNA:roX2/lncRNA:roX1",12
"GO:0009266","GO:0009266","response to temperature stimulus","6/114","140/12275",0.0019240112618636,0.0233475003821451,0.0168358903216772,"Hsp26/Hsp68/DnaJ-1/Sec13/Hsp70Bc/Ddc",6
"GO:0007469","GO:0007469","antennal development","3/114","27/12275",0.00193974701060118,0.0233475003821451,0.0168358903216772,"ct/hid/Dl",3
"GO:0051084","GO:0051084","'de novo' posttranslational protein folding","3/114","27/12275",0.00193974701060118,0.0233475003821451,0.0168358903216772,"Hsp68/DnaJ-1/Hsp70Bc",3
"GO:0051085","GO:0051085","chaperone cofactor-dependent protein refolding","3/114","27/12275",0.00193974701060118,0.0233475003821451,0.0168358903216772,"Hsp68/DnaJ-1/Hsp70Bc",3
"GO:0042060","GO:0042060","wound healing","5/114","96/12275",0.00197595840169595,0.0235690894040129,0.0169956782393383,"Eb1/Rho1/bun/puc/kay",5
"GO:0023061","GO:0023061","signal release","6/114","141/12275",0.00199457757626064,0.0235787563479382,0.0170026490758308,"Arf102F/Syb/CHOp24/Rab1/CanB2/Snx3",6
"GO:0040008","GO:0040008","regulation of growth","9/114","303/12275",0.00203046926577796,0.0236362538498682,0.0170441105436719,"eIF4E1/SkpA/Fas2/Arp3/Lk6/bun/hid/Myc/Pdk1",9
"GO:0060033","GO:0060033","anatomical structure regression","4/114","58/12275",0.00203514572423337,0.0236362538498682,0.0170441105436719,"Ubi-p63E/Trf2/hid/rpr",4
"GO:0051253","GO:0051253","negative regulation of RNA metabolic process","11/114","429/12275",0.00211955055558493,0.024274630813014,0.0175044443849608,"E(spl)mbeta-HLH/E(spl)m7-HLH/E(spl)m3-HLH/Dp1/Su(var)205/ich/Blimp-1/ct/Antp/lncRNA:roX2/lncRNA:roX1",11
"GO:0035069","GO:0035069","larval midgut histolysis","3/114","28/12275",0.00215792030650933,0.024274630813014,0.0175044443849608,"Ubi-p63E/hid/rpr",3
"GO:0035071","GO:0035071","salivary gland cell autophagic cell death","3/114","28/12275",0.00215792030650933,0.024274630813014,0.0175044443849608,"Trf2/hid/rpr",3
"GO:0043066","GO:0043066","negative regulation of apoptotic process","5/114","98/12275",0.00216344896973992,0.024274630813014,0.0175044443849608,"SkpA/bun/puc/Pdk1/rpr",5
"GO:0001708","GO:0001708","cell fate specification","5/114","99/12275",0.00226191244267052,0.0251661518831577,0.0181473205263349,"E(spl)malpha-BFM/E(spl)m2-BFM/bun/Antp/Dl",5
"GO:0007405","GO:0007405","neuroblast proliferation","5/114","100/12275",0.00236360318378116,0.0260784217943854,0.0188051586639431,"E(spl)mbeta-HLH/E(spl)m3-HLH/Pfdn2/Rho1/bun",5
"GO:0048102","GO:0048102","autophagic cell death","3/114","29/12275",0.00239074665436205,0.0261599055402922,0.0188639166203252,"Trf2/hid/rpr",3
"GO:0048589","GO:0048589","developmental growth","10/114","375/12275",0.0025458978592475,0.0275094918858776,0.0198371037847758,"SkpA/Rho1/Fas2/Arp3/Nrg/bun/kay/hid/Myc/Pdk1",10
"GO:0090066","GO:0090066","regulation of anatomical structure size","8/114","255/12275",0.00257189742918936,0.0275094918858776,0.0198371037847758,"Rho1/Fas2/Arp3/Nrg/Myc/CG6891/Pdk1/tnc",8
"GO:0031399","GO:0031399","regulation of protein modification process","9/114","314/12275",0.00258310827618345,0.0275094918858776,0.0198371037847758,"Su(var)205/SkpA/Rho1/Lk6/Gadd45/stv/puc/kay/rpr",9
"GO:0045934","GO:0045934","negative regulation of nucleobase-containing compound metabolic process","11/114","441/12275",0.00262574423748815,0.0275094918858776,0.0198371037847758,"E(spl)mbeta-HLH/E(spl)m7-HLH/E(spl)m3-HLH/Dp1/Su(var)205/ich/Blimp-1/ct/Antp/lncRNA:roX2/lncRNA:roX1",11
"GO:0035149","GO:0035149","lumen formation, open tracheal system","3/114","30/12275",0.00263855269293123,0.0275094918858776,0.0198371037847758,"CCT3/Rho1/ich",3
"GO:0009968","GO:0009968","negative regulation of signal transduction","9/114","315/12275",0.00263875035461212,0.0275094918858776,0.0198371037847758,"E(spl)malpha-BFM/Roc1a/SkpA/Rho1/Fas2/Gprk1/puc/ImpL2/Dl",9
"GO:0010623","GO:0010623","programmed cell death involved in cell development","5/114","103/12275",0.0026886544424736,0.0278107693893363,0.0200543550931213,"Ubi-p63E/Trf2/hid/rpr/Dl",5
