"","Tr4","Tr5","Tr5_2"
"snoRNA:Psi28S-3186",2.13768820112516,8.77507921116721,2.01043430708401
"snoRNA:Psi28S-2442b",0,15.6438892700143,8.54434580510706
"snoRNA:Psi28S-2442a",2.13064729950073,15.7886118898218,10.5547801121911
"CG1427",229.521930328823,175.564046363331,99.6747790387743
"asl",242.574965656438,237.608440700272,258.472188809756
"Rga",287.257683351545,180.657131692693,162.618809775697
"asRNA:CR46135",4.06059985516823,0,0.375147506586671
"Spec2",763.063691951794,818.994721831373,531.59778121281
"CG2911",296.776872302804,499.323536823062,450.782334133988
"RpL13A",8022.5078580241,8895.42123985237,8170.47070456641
"CG31549",1124.75119197452,1123.23248986787,1018.25350742766
"CG12171",435.508008763061,346.262839602629,403.978431236361
"CG31548",197.509263862816,152.137631289901,232.768730330155
"CG12170",163.200939561326,104.8423073335,57.7245169375044
"MTA1-like",424.3055493342,326.203752870548,434.500040118981
"Sec23",1508.91182236594,1228.96669555898,847.941570966571
"elm",313.65115546981,410.93735943164,441.242159906502
"MED27",220.77375817253,221.500174456505,160.735321663259
"CG2182",1555.30693568521,1502.60593600598,1503.72067131189
"asRNA:CR44093",1.0350637549137,6.53769683163033,1.12544251976001
"Wdr33",196.948075580424,99.1810021801019,182.546375724038
"Xe7",143.878886457032,148.521600703551,194.66091226976
"Atg17",97.5242696508008,64.6668539488706,61.8235165449213
"Rab23",277.375751748497,296.336059067529,278.41206541486
"plx",9.20772953281695,32.643658948921,75.1842327018366
"cas",92.5563139925553,63.2512469027214,16.8513751297061
"CG1239",176.577164191562,272.121257008238,352.847505504441
"CG2100",238.27672345213,221.675076059627,262.802106943732
"CG1236",727.739565070522,583.684709945126,620.640290321452
"Sym",30.4093049959378,114.656493997973,119.273547806383
"Madm",283.170873789391,112.412169687757,114.112766839685
"CG2091",446.736801793904,421.338151606206,479.476897535626
"Sec8",265.440086030186,331.444122793756,334.694901560014
"CG2082",10.5550671032254,10.7452332208766,10.6251792760414
"jagn",1667.93025293062,1259.33840659106,1506.45976852067
"Hat1",384.124940347541,463.221925359755,567.638082734518
"Rpn5",6152.73022268843,7506.86412745026,6582.14679632243
"CG1218",188.626073111511,245.282095199046,118.26238974895
"CG2046",1164.58844670135,1082.28891709193,1017.28736724395
"CG10979",63.6188802808667,42.5539891179362,142.147834102529
"CG11000",39.2414611297805,130.708210728864,69.5725212620465
"CG42675",609.232761168616,744.240798132195,717.076980152901
"Hpr1",436.708340454117,477.934271692951,363.891805187266
"CG2023",294.967920668775,380.796329137829,113.319383627516
"dgrn",210.530464077658,390.135350418155,193.181498879991
"CG1208",2.61703279681235,0,0
"disp",182.203553209357,81.587295370311,37.1396031520804
"ECSIT",278.162501055872,183.471036101681,168.683448639766
"CG2017",74.7319411469728,134.974307630483,285.953343943298
"Rm62",4057.73789427036,4526.16993350039,3711.86026573248
"CG10280",0.237912072437486,106.445750269801,0
"CG11459",24.7428555334986,56.0632799314798,21.7585553820269
"Gasp",52289.1509222618,87544.2092060515,44006.3209174926
"lncRNA:CR44929",11.369679594471,0,0
"Obp83cd",0,3.22356996626298,21.6121688011532
"Obp83ef",4.04450523143726,4.74670933547785,58.8747789206611
"Obp83g",3.56868108656229,0,18.5965173405271
"CG31559",36.9312198580127,16.6388271883459,61.5281459072147
"Osi24",18.9528819116265,5.63671733587995,41.3241113562644
"Osi4",0,0,5.25206509221339
"Osi6",0.948127838937731,1.07452332208766,3.48142159215098
"Osi9",19.9142050685046,6.44713993252597,1.92096615783046
"Osi10",0,0,0
"Osi15",260.27580724661,127.748171882928,0
"CG46396",0.475824144874972,0,0
"Osi19",0,0,3.75147506586671
"CG17917",18.788012820937,16.9101520076398,36.3028057161136
"CG10298",9.27857082506196,11.9015483218416,16.4931717824037
"CG17919",72.2930377328156,34.2933954034912,120.807324000186
"SmD2",2057.46039748951,2019.57026219986,1650.70036904942
"CG18048",43.8589793935001,59.8128270149319,74.9003677456026
"Pak",391.45905332196,356.87790080421,514.440673365312
"CG42724",224.662422544962,299.288772961849,306.692862813455
"CG10286",473.596033954633,638.795258747975,497.628113306772
"CRAT",297.955961777002,380.024145490472,236.833507718391
"CG42564",0,12.0512886603802,1.00521715354201
"CG1024",57.6361102545574,84.0690469738453,45.4800059197093
"TfIIFalpha",528.883692778811,780.520817514631,588.7510813352
"gzl",217.963072359405,157.199001169933,325.105788452523
"Dmtn",379.610881342415,366.840422329985,193.64615676153
"gpp",282.66720947338,459.388485422198,130.588331387066
"lncRNA:CR44017",5.68172613200196,9.67070989878895,0
"CG9727",34.9730746483105,4.29809328835064,107.242867681149
"Zif",282.662444001306,194.694249220265,296.592122375529
"Neurochondrin",85.17252193262,60.9258155113559,100.39612966092
"CG15186",35.4488987931854,0.0347749831469698,0
"Taf1",133.835499025258,91.2974475325994,58.4231713472109
"CG1307",974.692196993659,1013.31225078342,1318.57010732771
"twr",4431.91512651963,5770.02657814685,4535.70340654958
"agt",9.6923675499335,28.5629137948821,41.1316911752034
"lncRNA:CR33938",0,11.0584446407364,0
"lncRNA:CR45593",7.13736217312458,2.14904664417532,2.25088503952002
"Ama",3569.46794813481,1341.33275203261,1837.45905564612
"lncRNA:CR42651",0,15.2662176015198,0.750295013173341
"7SLRNA:CR32864",1.0350637549137,1.93542144824744,0.375147506586671
"Scr",0,0,0
"lncRNA:CR45902",0,0,0
"lncRNA:CR45559",0,0,0
"Antp",28.9497847591426,101.33430089027,10.0521715354201
"CG1105",649.087081162348,771.774598161548,660.52932471316
"CG1965",228.048930231713,178.935528199817,46.710213297214
"Ufl1",823.041792744733,594.642537067775,514.023060084932
"asRNA:CR45908",25.8891170649172,18.1047252886473,6.85774915143101
"CG1943",2760.87363922629,3507.71600357803,2230.93988079993
"Ref1",2125.92689812749,2158.3574259908,2358.84815770679
"Dpck",100.56070535793,187.734646244548,147.192656530192
"Tailor",681.112850004161,598.348741414065,364.628560067566
"asRNA:CR45907",14.1228871949012,15.0971662546639,13.7901642938948
"alphaTub84B",31527.7019586912,25804.4334187611,33251.2821202216
"lncRNA:CR43685",172.28277713539,185.731028046432,228.643901833532
"e(y)2b",6.18219343256243,42.4281242661244,29.459198797489
"Alh",58.8562283388812,36.6530244425786,135.849443434021
"Mlp84B",13.5609881289367,0.0347749831469698,2.62603254610669
"CG10098",2336.67979144223,2639.73181856376,2891.51611241102
"CG10068",136.712829996836,102.803942503708,138.179944692763
"CR42875",53.8278126560808,33.9637138961671,44.3432262439446
"CG31248",84.5546848889427,87.8788003421674,40.4121549541564
"CG2656",158.618586322125,437.086951609805,263.575559944888
"gfzf",32.3321437358296,36.1538659811406,152.454615778136
"Sas-4",17.7553941625061,25.2046238990793,19.0991259172981
"MAGE",45.0397944145863,57.0365455682544,107.027548412292
"sas",176.393451382664,161.440892602971,163.27268946024
"CG10055",406.196125256353,320.745912708513,200.568735573745
"lap",410.78795050048,370.685612695613,315.215871332326
"CG14606",11.6945275828845,0,0
"CG1234",233.912528496751,179.553194368029,138.423982001698
"CG10053",207.453461909837,181.512387782652,183.554357303845
"CG1227",277.983956121616,271.47999312075,328.293525933136
"CG10050",177.132501229736,171.429546307226,288.713038786992
"Obp84a",16.3560853343789,1.07452332208766,27.7436390026793
"Gld",231.4863248023,209.505237435425,389.645276767483
"lncRNA:CR44338",0,0,37.1930346810543
"Syt4",576.461862038742,535.381329354409,489.268499654188
"lncRNA:CR44333",0,0.452074780910608,0
"RacGAP84C",0,61.4473952206957,0
"CG14598",0,7.23319649456973,0
"CG1142",342.535807909738,547.281101350518,390.660740727474
"scaRNA:MeU5-C46",9.04267157310658,3.52309306502517,7.55541446059684
"snRNA:7SK",19.694614799723,9.75029530254503,8.76242950022968
"alpha-Est10",42.6669010206785,12.9290548481989,9.75383517125343
"alpha-Est9",0,0.0347749831469698,12.9186548139628
"alpha-Est7",11.8201155436435,3.89147631822272,0
"alphaTub84D",1106.83953479424,448.084074664783,1115.89355387214
"alpha-Est4",8.5648346077495,0,0
"alpha-Est1",10.9439553321244,0.0695499662939397,6.25777679602572
"Sp7",490.540220965985,465.741667604143,536.460227390504
"CG18745",8.32692253531201,0,0
"CG2641",4.20692922564399,6.23005600281468,5.62721259880006
"CG2993",18.3192295776864,0,0
"sgll",700.052045382624,722.054210879984,776.447835295315
"CG31473",14.0227559609849,20.4159431196656,40.0450465516643
"CG17816",111.933618129619,48.355755869066,49.4643668389195
"ArgRS-m",139.670804579896,103.47591255794,107.69119910312
"mRpS9",132.307026421705,145.265178021909,96.2165075587967
"wtrw",938.156847363452,424.889013065947,1262.48511987362
"EMC1",486.177652899389,522.198643781571,411.474997590602
"Taf7",91.5174046996762,94.7187254796391,80.1116348400835
"Prat",571.639122583083,804.895846692472,446.981508665918
"CG2846",735.974483045686,685.992322617578,760.985297504298
"CG2678",19.0329657949989,1.48334666733683,14.2556052502935
"CG10445",31.9632299433232,38.2662623564452,17.0886916102141
"lds",64.6240724326909,98.0768257859493,152.682392328793
"dsx",3.80659315899978,4.43719322093852,4.32217385511853
"CD98hc",2876.67232177464,3150.85082511706,2737.95832755175
"ELOVL",15.2263726359991,0,4.12662257245338
"PIG-H",229.682311629115,279.908624339106,216.094127597462
"Kmn2",11.8186079133134,14.3558924801658,9.59611143437498
"CG2698",109.50348472109,97.9234718155089,214.181270970502
"CG2767",1257.27504121259,1414.93077811863,1223.60133188253
"CG3223",1500.1161176303,1288.82353709254,1194.79582864433
"CG10435",868.447929229128,602.705857964964,451.734325784237
"Pbp95",120.580484467198,25.2466377647001,116.890065768078
"CG2747",109.952893565558,209.674142722017,76.4845319684955
"ImpE3",641.215049761955,438.467417892036,599.446188700413
"CG10903",65.9625785805616,51.009357318624,57.1414887413834
"CG11035",71.773460547864,79.2237350081377,212.861690392112
"unc-45",427.031685406862,417.618530366367,835.757727181717
"CG7900",10.2932314246973,0.278199865175759,77.2920698629296
"puc",420.089430168318,338.625836255769,372.567404664738
"lncRNA:CR44331",5.47197766606218,11.8595492448423,10.9697349408077
"CG7878",542.444294403684,1292.65939696392,283.330284999461
"CG9667",855.462509956667,804.259076510238,846.166661837162
"Arl8",649.047829079955,659.901949795993,668.890985041114
"grn",3.89089510947211,21.2717862195403,84.0629686663345
"CG7800",372.557701607778,341.285133063475,256.295311411016
"CG18249",276.371076048787,16.718412592102,62.9479699641406
"lncRNA:CR45551",0,0,0
"asRNA:CR45549",2.37912072437486,0,22.7159042090142
"DNApol-iota",140.609116932311,56.8473763644299,180.82768955311
"Ada2b",459.273237365415,468.386259749855,647.809111907897
"CG9636",423.945510830846,290.014683129051,294.915195101797
"CG15864",0,0.139099932587879,0
"mtg",18.3192295776864,0,0.375147506586671
"CR18228",0,11.8667733386946,6.75265511856007
"RpA-70",60.3632610905343,25.3056842645888,41.4389154196152
"Mcm2",101.916089827256,36.889115924273,82.1934824623125
"CG9630",194.604719918179,35.9100920511413,59.5058611437492
"mRpL1",581.785581689959,950.641755410805,650.218619410118
"nac",524.880961197516,738.807406903952,290.063381155997
"Sgt1",946.743102602761,1170.66425937378,1190.62235504694
"tex",170.835637819481,374.358205131917,338.870760307035
"CG11693",0,0,21.130627736135
"CG7483",678.11479031193,840.052565163801,765.712426435128
"Coq2",73.1780627974205,0.0347749831469698,29.0379989406086
"Poxm",31.4043935617482,0,0
"COX7A",1859.38393760044,2123.66180380208,2105.74039545481
"Arl2",294.138293291139,387.827147036681,298.435970116244
"CG9601",94.1420090786871,171.544914750943,69.5246560858155
"COX7AL",0,0,15.5808658799011
"DppIII",1945.11656477452,1486.97059645959,2184.96104210802
"CG7352",1.18956036218743,0.890008000402097,1.50059002634668
"Atg13",118.340171686049,219.349991936689,138.31973044433
"stck",1234.92788070867,1666.21283137451,1098.33564430313
"CG9684",1131.65889018453,1126.59808002768,641.002508809662
"CG45263",3.56868108656229,22.0473393151789,15.0493144872648
"CG11737",128.399072906031,74.851153764001,120.152122889652
"pch2",186.293712747747,335.383949221382,173.797905906526
"mRpS18A",1269.86193435843,1670.08106190852,1481.73307360071
"CG31460",0.162423994206729,8.31122097212579,0.375147506586671
"asRNA:CR44291",4.7591279340583,7.18441688954914,5.76289847349138
"Cenp-C",52.3356569026417,43.5417029424154,87.2722119586508
"Cyp313b1",159.330923749747,167.367295756591,32.9384783885764
"Mkk4",563.296671205207,479.129947548634,656.92446220179
"SLIRP2",63.1004003835515,55.6924556758036,61.8822259020485
"Dhod",1550.71028709096,2103.01191963772,1748.90574742995
"CG11753",605.806879138016,806.816335191271,638.353301100628
"bel",1295.58312155359,1065.17784406199,905.486682106052
"p",99.4715881677793,112.285676794753,113.024493515459
"CG8032",77.7055745206488,191.326495943658,113.016448110717
"CG8036",728.98706495069,569.233278928906,671.687279906973
"mRpL19",892.012637137592,909.40865766601,1071.07328708795
"CG9773",572.314653024795,818.35765997611,569.477395071402
"CG8043",98.5343599357166,16.1178498313149,107.37820720577
"CG11755",31.7473744847968,66.9583126453812,161.863874959354
"Cks85A",208.627257962606,348.215860120307,218.638957449359
"TMEM216",185.628624146488,168.08501795722,122.33046833942
"CG11760",2.84086306600098,5.37261661043831,0.750295013173341
"nom",85.3863768938012,61.6513611064238,192.731516856904
"CG8159",31.9700529283898,49.2254370740258,22.2560702558951
"ranshi",136.374808623789,63.8243809251378,136.861216040846
"M1BP",1037.61118741186,1364.69235403288,1195.38122204214
"CG8202",200.065535368298,93.996072347828,137.484092209534
"CG9801",1344.61161257934,661.50583007645,721.860243837675
"CG8223",39.1569922435945,26.6632310207313,43.981559469588
"CG34301",3.55107883250122,3.96434807875456,0
"Pif1A",1.42747243462492,1.18667733386946,0
"CCT7",3875.44152778327,2828.40009275955,3792.06364212546
"CG9839",197.142551759812,391.794771318037,454.138522306251
"hng2",60.6398981219061,68.2638949418107,138.871817298236
"CG9837",0,1.5181216504838,0
"aqz",8784.9728244396,9185.55764424905,9291.72557632431
"lncRNA:CR43130",83.9602152803597,84.6292384715574,57.2283390894096
"CG8369",4.27537640225032,22.3225613199562,35.8197622501781
"IscU",832.432557733423,564.25568470155,611.061932747137
"CG8379",126.345574257624,51.6118944433547,121.838370042933
"pyd",964.675953196161,869.282284680148,923.361689749937
"tRNA:Arg-TCG-2-3",0,7.71340267015151,0
"ScsbetaA",1596.45805421187,1591.51623691116,1594.2567486444
"CG11964",895.578233606458,1127.11581777125,710.861843579458
"ich",146.704002763911,430.246917673215,334.030642468606
"CAHbeta",12.1335156943118,19.5801760088461,0
"RagA-B",229.310874617068,422.096684404655,320.17065606004
"CG11970",206.258441190506,55.9795376979993,154.156036490463
"E(var)3-9",251.114346268563,195.765076683261,312.362522435943
"CG11975",322.539398966784,220.829618163593,399.69755465473
"CG31100",61.3908261774008,68.9791864864523,292.621284414248
"CG11980",1044.84952532467,1002.33737690988,880.722283392571
"Prosbeta3",10535.2032369661,10512.5978277016,11150.0587828076
"Iru",198.244242296986,235.588970392258,171.826102545357
"Kcmf1",276.986151910129,287.175957547368,195.854307827935
"Sf3b5",443.167953771628,380.704710141555,363.268231592951
"CG11986",96.9040130010626,129.893559857337,165.37195074127
"tgo",1460.24287557827,1618.32338009756,1548.91965995519
"neur",45.0722490023352,21.8914607246615,17.6478878683172
"hyx",162.736237322895,124.257342743823,279.981160478046
"Nmdmc",413.219711051324,329.217627619969,216.695608654432
"Rel",237.798911151299,97.1698244030129,471.588907694064
"Mst85C",790.205190323823,1091.19599940689,974.043464530813
"Kdm2",51.7573082341078,22.679818179687,23.8054973840688
"beag",258.914200891002,244.369928764935,174.903418215273
"Ada",127.208039169957,108.694248814542,167.499167312786
"pum",2115.20929191933,2048.98296874969,1608.10030224157
"lncRNA:CR45196",0,0,4.87691758562672
"D1",1700.52208081042,1848.99161677193,1924.55805620434
"Vps15",9.2644890218131,58.0638829616434,49.1443233628538
"CG8420",13361.5282350279,9386.08453901476,12547.2742328698
"St2",21.1741744469363,2.14904664417532,13.5053102371201
"CR16735",0.162423994206729,29.8369355401001,0
"CG16734",155.949844050766,262.248707987832,348.615420648615
"CG16736",12.0736680305042,0,0
"Ibf2",109.732227942447,145.547518702416,84.4030733786678
"Ibf1",378.253278459186,546.226216237786,242.670083082374
"ATP6AP2",4584.77510945201,5124.11065695712,4595.1145931887
"sage",1.90329657949989,18.4967898787195,17.1582670486678
"TrpRS",697.099012817522,493.440066306376,489.159257218094
"Vps16A",635.181099289881,383.882036306001,256.869724651699
"lncRNA:CR46350",3.08229558925068,19.7389977683878,22.2060599282769
"CG16749",0,3.56003200160839,0
"Aduk",286.810276656214,362.87843552447,302.59908320871
"pasi2",2092.25741974203,2983.46127874221,2865.53870465402
"lncRNA:CR43301",22.9683370512575,0,28.4131852213764
"CG45050",814.620243199262,910.000066453094,623.54840004861
"FER",111.448380074892,60.8954828556946,62.2744860933873
"asRNA:CR46145",9.35870568927847,4.24254794393032,5.3425223420076
"Or85f",0,0,23.6342929149602
"CG34117",406.389794978814,341.715543846911,324.644491173862
"RpL34b",677.141273451394,675.832784702429,574.76551395884
"CG8132",312.505725885741,226.239793467725,350.866363513617
"CG9356",399.935701765313,467.210531946173,263.526891368529
"alpha-Man-IIa",331.64020938121,164.888897304081,384.566645747163
"ps",772.250809197049,806.429459904442,794.474332522111
"GstZ1",640.5694270851,724.489116764936,560.369725307564
"RhoL",617.289915176029,512.490039703968,470.783077848902
"CG8149",267.082844585056,440.149679142539,284.330192973448
"rump",1533.26707983662,1875.31698000917,1499.56942757774
"Ras85D",2481.81925336836,2161.18125672082,2437.27904380121
"Rlb1",158.805414448049,141.618080602174,117.236785334338
"mRpL47",473.312138105079,413.368978049092,354.322085666655
"CG8176",191.500985302924,324.98705411407,267.916805935734
"JHDM2",68.799848281599,60.9569182618864,356.307285308657
"by",46.8006677525901,88.9471789077372,117.256210120783
"mura",86.140293893638,102.835681190378,218.52260718423
"lncRNA:CR42549",1815.61151223714,1355.61894072145,1255.5079594049
"RnpS1",346.435024868585,450.463399723712,397.477712206441
"CG9386",166.08314838448,235.31286636995,178.660021333932
"CG8199",332.408337288198,348.55741393572,275.515650219911
"AP-1mu",2736.15219911544,2827.585094666,2985.14993114708
"MBD-like",354.835447326172,381.147331380788,377.611212941106
"CG9393",152.472698242437,150.970198079552,306.424637765459
"Vps45",103.016410622276,328.138146405637,35.2401787310048
"CG16789",0,0,8.62839265149342
"CG16790",42.1962973830816,113.293166321905,186.572280215628
"CG9399",97.3978936093065,150.268769103107,91.9938613838061
"Kap-alpha3",6084.7351361909,5831.8686385368,5637.25414542885
"Son",17.6906817961549,59.239050716473,31.9853948136097
"CG8301",24.2635109378114,0.0347749831469698,5.0871056513686
"P58IPK",4903.72271481961,3339.0605877013,3413.58399387471
"bocks",499.616247587078,593.808950643193,254.090459971684
"CG8312",577.535586622713,580.772466438508,441.283940704128
"CG9427",136.537043748975,180.41612723839,174.243209051069
"CG8319",58.50321674397,57.4550655312573,25.5259855066372
"Calr",138884.710466516,164006.821825102,144735.615350924
"sisRNA:CR46357",60.4435637163605,27.1851720687118,31.7084348110539
"SpdS",58.8214561067598,46.3626302370931,83.9998052064505
"Scm",211.714868080697,104.327208584206,93.8826069991295
"Fst",11.1818674045618,0,0
"p23",9501.19578262221,10813.2143977074,11632.2757350679
"nmdyn-D7",26.0506326405082,30.3600896950092,80.4823907948803
"CG9444",0.475824144874972,1.18667733386946,1.50059002634668
"eca",1983.67579611899,2083.5048343915,1816.98845872042
"Unc-115a",77.7501016482795,82.4781107731362,72.4006621192638
"trbd",166.209570197911,159.995267422393,156.446527551818
"dmt",128.467071082236,187.004779919147,94.1028311201537
"hyd",226.730707727136,169.298623253323,18.5485055392585
"alphaTub85E",6.8994501006871,0.296669333467366,0
"Pnn",156.641545587475,134.591608568767,115.120782769381
"CG12948",864.132469623031,1094.2484163973,1092.52504587671
"PpD3",552.476675865631,764.310366601977,593.676385273244
"CG16908",0,112.333608355209,59.8655246662705
"Rpt3R",0,9.67070989878895,0
"CG8412",69.0387882846367,110.003775832271,87.5676013464637
"Mpi",652.136583065264,522.445961335132,316.038136384555
"Snap24",2385.12499675511,1795.54688704805,2196.54596781013
"CG8478",59.7945872891285,4.33286827149761,16.732633414299
